条件,打率,打席,打数,安打,2塁,3塁,本塁,打点,三振,四球,死球,犠打,犠飛,出塁率
無し,0.204,108,103,21,5,1,0,0,14,2,3,0,0,0.241
1塁,0.36,50,50,18,4,0,0,2,9,0,0,0,0,0.36
2塁,0.063,18,16,1,0,0,0,0,3,2,0,0,0,0.167
3塁,0.25,4,4,1,0,0,0,1,2,0,0,0,0,0.25
1・2塁,0.273,13,11,3,1,0,1,6,1,0,2,0,0,0.385
1・3塁,0.4,7,5,2,0,0,0,2,0,1,1,0,0,0.571
2・3塁,0.0,6,4,0,0,0,0,0,1,2,0,0,0,0.333
満塁,1.0,3,2,2,0,0,0,4,0,1,0,0,0,1.0
得点圏,0.214,51,42,9,1,0,1,13,7,6,3,0,0,0.353
