左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
34.8% (57),34.8% (57),34.8% (57),22.6% (37),22.6% (37),22.6% (37),42.7% (70),42.7% (70),42.7% (70)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
27.7% (13),0.0% (0),37.9% (44),23.4% (11),0.0% (0),22.4% (26),48.9% (23),100.0% (1),39.7% (46)
