打率.246,試合69,打席209,打数195,得点11,安打48,内安7,内安率14.6,２Ｂ10,３Ｂ1,本塁1,HR勝敗1-0-0,塁打63,打点15,三振30
四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,得点圏,出塁率,長打率,OPS
8,2,6,0,0,0,1,0.0,0,0,2,.214,.297,.323,.620
