条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.385,14,13,5,1,0,0,0,1,0,0,0,0.429
1-0より,.389,20,18,7,2,0,1,0,0,2,0,0,0.45
2-0より,.000,6,6,0,0,0,0,0,0,0,0,0,0.0
3-0より,-,1,0,0,0,0,0,0,1,0,0,0,1.0
0-1より,.261,25,23,6,1,1,0,0,0,2,0,0,0.32
1-1より,.320,25,25,8,2,0,0,0,0,0,0,0,0.32
2-1より,.300,10,10,3,1,0,0,0,0,0,0,0,0.3
3-1より,.000,6,3,0,0,0,0,0,3,0,0,0,0.5
0-2より,.333,15,15,5,1,0,0,4,0,0,0,0,0.333
1-2より,.171,42,41,7,0,0,0,15,0,1,0,0,0.19
2-2より,.241,29,29,7,2,0,0,7,0,0,0,0,0.241
3-2より,.000,16,12,0,0,0,0,4,3,1,0,0,0.25
