アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,56,38.4%,安打,48,76.2%
フライ,60,41.1%,四死球,14,22.2%
空三振,23,15.8%,失策出塁,1,1.6%
見三振,7,4.8%,野選,0,0.0%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
