チーム,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
ソフトバンク,0.159,14,46,44,3,7,3,0,1,13,4,13,2,0,0,0,0,0,0,0,0.196,0.295,0.491
日本ハム,0.147,21,82,75,4,11,2,0,2,19,5,28,5,0,2,0,0,0,0,0,0.22,0.253,0.473
楽天,0.228,16,62,57,6,13,3,0,1,19,4,18,5,0,0,0,0,0,0,0,0.29,0.333,0.624
オリックス,0.169,20,81,71,10,12,1,0,2,19,6,22,7,0,3,0,0,0,0,0,0.272,0.268,0.539
西武,0.269,18,72,67,6,18,8,0,0,26,4,17,2,0,1,1,1,1,0,1,0.296,0.388,0.684
