条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.191,274,256,49,13,0,5,82,10,6,1,1
対左投手,0.233,143,129,30,5,0,6,30,14,0,0,0
