アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,32,44.4%,安打,23,88.5%
フライ,26,36.1%,四死球,3,11.5%
空三振,9,12.5%,失策出塁,0,0.0%
見三振,5,6.9%,野選,0,0.0%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
