条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.455,11,11,5,0,0,0,0,0,0,0,0,0.455
1-0より,.250,12,12,3,0,0,0,0,0,0,0,0,0.25
2-0より,.000,1,1,0,0,0,0,0,0,0,0,0,0.0
3-0より,-,2,0,0,0,0,0,0,2,0,0,0,1.0
0-1より,.308,13,13,4,0,0,0,0,0,0,0,0,0.308
1-1より,.167,6,6,1,0,0,0,0,0,0,0,0,0.167
2-1より,.200,5,5,1,0,0,0,0,0,0,0,0,0.2
3-1より,.000,1,1,0,0,0,0,0,0,0,0,0,0.0
0-2より,.333,3,3,1,0,0,0,1,0,0,0,0,0.333
1-2より,.167,18,18,3,0,0,0,8,0,0,0,0,0.167
2-2より,.176,17,17,3,0,0,0,3,0,0,0,0,0.176
3-2より,.250,9,8,2,0,0,0,2,1,0,0,0,0.333
