条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.179,94,78,14,2,0,4,24,10,1,5,0
対左打者,0.224,96,85,19,2,0,2,21,9,0,1,1
