アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,30,21.9%,安打,33,62.3%
フライ,56,40.9%,四死球,20,37.7%
空三振,38,27.7%,失策出塁,0,0.0%
見三振,7,5.1%,野選,0,0.0%
犠打,6,4.4%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
