チーム,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
ソフトバンク,0.167,8,28,24,3,4,0,0,1,7,1,10,4,0,0,0,0,0,0,0,0.286,0.292,0.577
日本ハム,0.059,8,24,17,0,1,0,0,0,1,0,4,6,0,0,1,0,0,0,0,0.304,0.059,0.363
ロッテ,0.182,8,26,22,2,4,0,0,1,7,3,5,3,0,0,0,1,1,0,0,0.269,0.318,0.587
オリックス,0.455,7,26,22,5,10,3,1,1,18,3,3,4,0,0,0,0,0,0,0,0.538,0.818,1.357
西武,0.214,7,19,14,0,3,2,0,0,5,1,5,5,0,0,0,0,0,1,1,0.421,0.357,0.778
