条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.197,69,61,12,3,0,2,13,5,0,3,0
対左打者,0.139,84,79,11,0,1,1,25,3,1,1,0
