アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,36,29.8%,安打,23,71.9%
フライ,43,35.5%,四死球,9,28.1%
空三振,32,26.4%,失策出塁,0,0.0%
見三振,6,5.0%,野選,0,0.0%
犠打,4,3.3%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
