球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
マツダスタジアム,.348,70,282,250,26,87,11,0,1,101,30,20,27,4,4,0,1,5,5,5,.418,.404,0.822
東京ドーム,.313,11,51,48,5,15,1,1,1,21,3,3,3,0,0,0,0,2,1,1,.353,.438,0.79
甲子園,.170,12,49,47,1,8,0,0,0,8,0,6,2,0,0,0,0,1,0,0,.204,.170,0.374
横浜,.241,13,56,54,6,13,2,1,1,20,4,4,2,0,0,0,0,0,0,0,.268,.370,0.638
神宮,.270,10,44,37,5,10,3,0,0,13,2,5,5,2,1,1,0,3,1,1,.372,.351,0.723
バンテリンドーム,.303,10,36,33,1,10,3,1,0,15,3,1,1,0,0,2,0,0,0,0,.324,.455,0.778
Ce その他,.308,3,13,13,1,4,0,0,0,4,2,1,0,0,0,0,0,0,0,1,.308,.308,0.615
みずほPayPay,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
エスコンＦ,.500,3,13,12,2,6,0,1,0,8,0,3,1,0,0,0,0,1,0,0,.538,.667,1.205
ZOZOマリン,.231,3,15,13,3,3,1,0,0,4,1,3,1,0,0,0,1,0,0,0,.267,.308,0.574
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
京セラD大阪,.357,3,14,14,1,5,3,0,0,8,2,1,0,0,0,0,0,0,0,0,.357,.571,0.929
ベルーナドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
