打順,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
Home,0.348,70,282,250,26,87,11,0,1,101,30,20,27,4,4,0,1,5,5,5,0.418,0.404,0.822
Visitor,0.273,68,291,271,25,74,13,4,2,101,17,27,15,2,1,3,1,7,2,3,0.313,0.373,0.685
