打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,82,26,0.317,2,12,7,0,0,0.371
2打席目,80,18,0.225,2,20,9,0,0,0.303
3打席目,79,23,0.291,2,13,6,0,0,0.341
4打席目,69,19,0.275,1,18,4,0,1,0.311
5打席目以上,15,4,0.267,1,2,2,0,0,0.353
