条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.259,238,220,57,13,0,4,42,16,1,0,1
対左投手,0.286,131,119,34,5,1,4,28,10,2,0,0
