条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.352,54,54,19,2,1,3,0,0,0,0,0,0.352
1-0より,.407,29,27,11,3,0,0,0,0,2,0,0,0.448
2-0より,.200,5,5,1,0,0,0,0,0,0,0,0,0.2
3-0より,-,2,0,0,0,0,0,0,2,0,0,0,1.0
0-1より,.263,38,38,10,4,0,1,0,0,0,0,0,0.263
1-1より,.235,34,34,8,0,0,1,0,0,0,0,0,0.235
2-1より,.357,14,14,5,3,0,1,0,0,0,0,0,0.357
3-1より,.400,12,5,2,1,0,1,0,7,0,0,0,0.75
0-2より,.156,34,32,5,1,0,0,19,0,1,0,1,0.176
1-2より,.230,61,61,14,2,0,0,24,0,0,0,0,0.23
2-2より,.262,42,42,11,1,0,1,19,0,0,0,0,0.262
3-2より,.185,44,27,5,1,0,0,8,17,0,0,0,0.5
