打率.268,試合101,打席369,打数339,得点28,安打91,内安5,内安率5.5,２Ｂ18,３Ｂ1,本塁8,HR勝敗6-1-0,塁打135,打点35,三振70
四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,得点圏,出塁率,長打率,OPS
26,0,3,0,1,1,1,50.0,2,0,4,.309,.325,.398,.723
