アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,63,25.5%,安打,91,74.6%
フライ,114,46.2%,四死球,29,23.8%
空三振,50,20.2%,失策出塁,2,1.6%
見三振,20,8.1%,野選,0,0.0%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
