打順,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
Home,0.263,50,179,167,17,44,6,1,4,64,16,32,9,0,2,0,1,1,0,0,0.307,0.383,0.69
Visitor,0.273,51,190,172,11,47,12,0,4,71,19,38,17,0,1,0,0,0,1,2,0.342,0.413,0.755
