球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
エスコンＦ,.263,50,179,167,17,44,6,1,4,64,16,32,9,0,2,0,1,1,0,0,.307,.383,0.69
みずほPayPay,.276,8,32,29,0,8,3,0,0,11,3,6,3,0,0,0,0,0,1,0,.344,.379,0.723
ZOZOマリン,.250,8,22,20,1,5,1,0,0,6,1,5,2,0,0,0,0,0,0,0,.318,.300,0.618
楽天モバイル,.273,6,25,22,2,6,2,0,0,8,2,3,2,0,1,0,0,0,0,0,.360,.364,0.724
京セラD大阪,.350,11,47,40,5,14,2,0,2,22,4,10,7,0,0,0,0,0,0,1,.447,.550,0.997
ベルーナドーム,.256,11,39,39,3,10,3,0,2,19,8,6,0,0,0,0,0,0,0,1,.256,.487,0.744
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
東京ドーム,.133,5,17,15,0,2,0,0,0,2,0,6,2,0,0,0,0,0,0,0,.235,.133,0.369
甲子園,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
横浜,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
マツダスタジアム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
神宮,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
バンテリンドーム,.286,2,8,7,0,2,1,0,0,3,1,2,1,0,0,0,0,0,0,0,.375,.429,0.804
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
