守備位置,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
捕手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
一塁手,.265,53,219,200,15,53,10,1,7,86,23,39,17,0,1,0,1,0,1,2,.324,.430,0.754
二塁手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
三塁手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
遊撃手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
左翼手,.305,34,127,118,12,36,8,0,1,47,11,26,7,0,2,0,0,0,0,0,.354,.398,0.753
中堅手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
右翼手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
指名打者,.143,2,8,7,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,.250,.143,0.393
途中出場,.071,12,15,14,0,1,0,0,0,1,0,5,1,0,0,0,0,0,0,0,.133,.071,0.205
