アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,81,32.8%,安打,83,70.9%
フライ,115,46.6%,四死球,27,23.1%
空三振,38,15.4%,失策出塁,7,6.0%
見三振,12,4.9%,野選,0,0.0%
犠打,1,0.4%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
