球場,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
楽天モバイル,0.44,3,3,0,1,1,0,0,0,0,0,0,20.1,12,0,10,4,3,2,1,0.79,0.171,3.32,-
みずほPayPay,3.48,2,2,0,1,1,0,0,0,0,0,0,10.1,10,1,5,5,2,4,4,1.45,0.244,4.50,-
エスコンＦ,5.17,3,3,0,1,2,0,0,0,0,0,0,15.2,23,4,13,4,0,9,9,1.72,0.329,4.50,-
ZOZOマリン,12.27,1,1,0,0,1,0,0,0,0,0,0,3.2,7,2,3,2,0,10,5,2.45,0.368,2.25,-
京セラD大阪,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
ベルーナドーム,6.43,3,3,0,0,2,0,0,0,0,0,0,14.0,17,2,8,4,1,10,10,1.5,0.293,1.59,-
Pa その他,2.13,2,2,0,0,2,0,0,0,0,0,0,12.2,7,0,7,1,0,4,3,0.24,0.083,0.00,-
東京ドーム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
甲子園,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
横浜,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
マツダスタジアム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
神宮,0.00,1,1,0,1,0,0,0,0,0,0,0,7.0,7,0,4,0,0,2,0,1.0,0.25,6.75,-
バンテリンドーム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
