アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,72,40.4%,安打,77,59.7%
フライ,63,35.4%,四死球,49,38.0%
空三振,25,14.0%,失策出塁,3,2.3%
見三振,18,10.1%,野選,0,0.0%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
