チーム,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
日本ハム,0.245,14,56,49,5,12,4,0,0,16,4,9,7,4,0,0,0,0,0,0,0.339,0.327,0.666
ロッテ,0.298,15,60,47,6,14,2,0,3,25,9,8,12,0,0,0,1,0,0,0,0.433,0.532,0.965
楽天,0.4,14,57,45,5,18,3,1,2,29,7,7,10,1,2,0,0,0,0,0,0.526,0.644,1.171
オリックス,0.375,11,47,40,5,15,2,0,3,26,8,7,7,0,0,0,0,0,0,0,0.468,0.65,1.118
西武,0.24,8,32,25,2,6,4,0,0,10,5,5,7,0,0,0,0,0,0,0,0.406,0.4,0.806
