左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
28.9% (61),28.9% (61),28.9% (61),24.6% (52),24.6% (52),24.6% (52),46.4% (98),46.4% (98),46.4% (98)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
29.9% (20),30.0% (3),28.4% (38),25.4% (17),0.0% (0),26.1% (35),44.8% (30),70.0% (7),45.5% (61)
