条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.335,207,170,57,13,1,8,27,35,1,0,1
対左投手,0.233,100,86,20,4,0,2,16,12,1,0,1
