打順,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
1番,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
2番,.000,3,14,13,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,.071,.000,0.071
3番,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
4番,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
5番,.288,15,58,52,7,15,1,0,1,19,8,3,4,0,1,0,1,0,1,1,.345,.365,0.71
6番,.348,13,48,46,6,16,2,0,2,24,8,3,0,0,1,0,1,1,0,1,.354,.522,0.876
7番,.286,7,24,21,4,6,1,0,1,10,1,2,3,1,0,0,0,0,0,0,.375,.476,0.851
8番,.143,2,7,7,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,.143,.143,0.286
9番,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
