アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,62,45.9%,安打,44,78.6%
フライ,56,41.5%,四死球,12,21.4%
空三振,15,11.1%,失策出塁,0,0.0%
見三振,2,1.5%,野選,0,0.0%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
