球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,704,55.7%,149.6,51,142,147,232,48.3%,15.5%,.264,148,39,2,21,17,1
フォーク,264,20.9%,134.5,66,19,36,106,45.8%,47.5%,.117,77,9,0,41,7,0
カットボール,104,8.2%,133.5,20,21,11,39,50.0%,45.5%,.211,19,4,1,7,0,0
チェンジアップ,98,7.7%,131.1,8,27,9,43,44.9%,28.6%,.364,11,4,0,0,1,0
スライダー,94,7.4%,132.3,16,19,10,31,47.9%,36.4%,.269,26,7,1,8,1,0
カーブ,1,0.1%,122.0,0,1,0,0,100.0%,-%,-,0,0,0,0,0,0
