打率.274,試合60,打席240,打数212,得点25,安打58,内安5,内安率8.6,２Ｂ11,３Ｂ0,本塁3,HR勝敗1-2-0,塁打78,打点15,三振65
四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,得点圏,出塁率,長打率,OPS
25,0,3,0,0,1,1,50.0,1,0,4,.200,.358,.368,.726
