打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,89,28,0.315,1,12,9,0,0,0.378
2打席目,88,18,0.205,0,12,9,0,1,0.276
3打席目,80,14,0.175,1,16,14,2,2,0.292
4打席目,80,23,0.288,1,5,12,1,1,0.376
5打席目以上,19,2,0.105,0,1,5,1,0,0.292
