打順,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
Home,0.26,58,212,181,21,47,6,3,1,62,19,22,26,1,0,3,2,0,1,2,0.349,0.343,0.692
Visitor,0.221,58,219,190,13,42,4,1,2,54,15,26,24,0,2,1,2,1,1,3,0.312,0.284,0.596
