防御率10.80,試合7,先発2,救援5,連投(試)0,連投(日)0,勝利0,敗戦2,HLD0,Ｓ0,ＨＰ0,ＳＰ0,救勝0,救敗0,完投0,完封0,無四球0
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
.000,10.0,53,203,20.3,17,0,9,6,0,0,0,0,13,12,2.30,0.0%
