条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.455,27,22,10,2,1,0,4,4,0,1,0
対左打者,0.292,26,24,7,2,0,0,5,2,0,0,0
