条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.247,98,81,20,5,1,1,15,10,3,4,0
対左打者,0.294,84,68,20,1,0,1,9,11,1,2,2
