球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
シュート,305,44.5%,150.3,13,61,61,112,44.3%,9.8%,0.246,65,16,0,13,10,3
カットボール,186,27.1%,139.1,28,21,31,71,43.0%,29.8%,0.231,39,9,2,5,3,1
スライダー,68,9.9%,132.4,7,8,10,30,36.8%,23.3%,0.357,14,5,0,2,2,0
スプリット,68,9.9%,140.3,9,6,7,30,32.4%,28.1%,0.35,20,7,0,4,1,0
ストレート,32,4.7%,149.8,0,4,9,12,40.6%,0.0%,0.286,7,2,0,0,1,0
カーブ,27,3.9%,127.8,2,1,4,16,25.9%,20.0%,0.25,4,1,0,0,1,0
