アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,35,30.4%,安打,40,59.7%
フライ,50,43.5%,四死球,25,37.3%
空三振,15,13.0%,失策出塁,1,1.5%
見三振,9,7.8%,野選,1,1.5%
犠打,6,5.2%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
