アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,115,38.6%,安打,102,73.9%
フライ,86,28.9%,四死球,31,22.5%
空三振,69,23.2%,失策出塁,5,3.6%
見三振,17,5.7%,野選,0,0.0%
犠打,11,3.7%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
