条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,0.433,36,30,13,1,0,0,0,1,3,2,0,0.5
1-0より,0.333,27,24,8,4,0,1,0,0,0,3,0,0.333
2-0より,0.25,8,8,2,0,0,0,0,0,0,0,0,0.25
3-0より,0.0,9,1,0,0,0,0,0,8,0,0,0,0.889
0-1より,0.219,33,32,7,2,0,0,0,0,0,1,0,0.219
1-1より,0.161,35,31,5,0,0,1,0,0,0,3,1,0.156
2-1より,0.35,20,20,7,3,0,0,0,0,0,0,0,0.35
3-1より,0.333,13,6,2,0,0,1,0,6,0,1,0,0.667
0-2より,0.216,51,51,11,1,0,0,28,0,0,0,0,0.216
1-2より,0.238,85,84,20,1,0,0,28,0,0,1,0,0.238
2-2より,0.259,58,58,15,0,0,2,16,0,0,0,0,0.259
3-2より,0.25,61,48,12,1,0,2,14,13,0,0,0,0.41
