種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
DayGame,0.0,1,1,0,1,0,0,0,0,0,0,0,6.0,5,0,5,0,0,2,0,0.83,0.208,6.0,-
Nighter,3.76,17,17,0,3,9,0,0,0,0,0,0,95.2,97,7,81,28,3,42,40,1.31,0.263,2.32,-
