防御率3.54,試合18,先発18,救援0,連投(試)0,連投(日)0,勝利4,敗戦9,HLD0,Ｓ0,ＨＰ0,ＳＰ0,救勝0,救敗0,完投0,完封0,無四球0
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
.308,101.2,436,1785,17.6,102,7,86,28,1,3,5,0,44,40,1.28,38.9%
