左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
34.5% (10),34.5% (10),34.5% (10),24.1% (7),24.1% (7),24.1% (7),41.4% (12),41.4% (12),41.4% (12)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
57.1% (4),50.0% (1),25.0% (5),28.6% (2),50.0% (1),20.0% (4),14.3% (1),0.0% (0),55.0% (11)
