打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,10,0,0.0,0,5,0,0,0,0.0
2打席目,9,2,0.222,0,5,1,0,0,0.3
3打席目,10,4,0.4,2,1,0,0,0,0.4
4打席目,6,1,0.167,0,1,0,0,0,0.167
5打席目以上,1,0,0.0,0,1,0,0,0,0.0
