球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,95,38.0%,146.9,5,20,23,33,50.5%,11.9%,.333,18,6,1,4,1,1
スライダー,54,21.6%,130.0,8,15,6,21,53.7%,44.4%,.000,10,0,0,6,1,0
カットボール,31,12.4%,137.4,0,7,7,10,45.2%,0.0%,.286,7,2,0,0,0,0
フォーク,18,7.2%,138.3,6,2,1,6,50.0%,60.0%,.000,6,0,0,3,1,0
チェンジアップ,17,6.8%,127.8,2,3,0,7,29.4%,28.6%,.143,7,1,0,2,1,0
シュート,13,5.2%,145.3,2,1,3,7,46.2%,40.0%,-,0,0,0,0,0,0
カーブ,9,3.6%,118.6,1,3,0,4,44.4%,50.0%,.000,2,0,0,1,0,0
シンカー,5,2.0%,127.4,1,1,0,3,40.0%,100.0%,-,0,0,0,0,0,0
ツーシーム,5,2.0%,141.6,0,1,1,1,40.0%,0.0%,.000,2,0,0,0,0,0
スプリット,2,0.8%,137.5,0,0,1,1,50.0%,0.0%,-,0,0,0,0,0,0
スローボール,1,0.4%,-,0,1,0,0,100.0%,-%,-,0,0,0,0,0,0
