球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
バンテリンドーム,.167,8,25,24,1,4,1,0,0,5,0,9,1,0,0,0,0,0,1,1,.200,.208,0.408
東京ドーム,.200,2,5,5,1,1,0,0,1,4,2,2,0,0,0,0,0,0,0,1,.200,.800,1.0
甲子園,.100,5,10,10,1,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,.100,.100,0.2
横浜,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
マツダスタジアム,.429,2,7,7,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,1,.429,.429,0.857
神宮,.000,3,10,6,1,0,0,0,0,0,0,3,3,0,1,0,0,0,0,0,.400,.000,0.4
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
みずほPayPay,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
エスコンＦ,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
ZOZOマリン,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
京セラD大阪,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
ベルーナドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
