打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,13,2,0.154,0,4,1,0,0,0.214
2打席目,14,3,0.214,0,4,0,0,0,0.214
3打席目,12,0,0.0,0,4,2,0,0,0.143
4打席目,6,1,0.167,0,2,1,0,0,0.286
5打席目以上,1,0,0.0,0,1,0,0,0,0.0
