左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
50.0% (18),50.0% (18),50.0% (18),11.1% (4),11.1% (4),11.1% (4),38.9% (14),38.9% (14),38.9% (14)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
50.0% (4),100.0% (1),48.1% (13),0.0% (0),0.0% (0),14.8% (4),50.0% (4),0.0% (0),37.0% (10)
