条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.086,39,35,3,0,0,0,14,4,0,0,0
対左投手,0.353,18,17,6,1,0,1,2,0,1,0,0
