球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,375,52.4%,150.3,49,52,96,116,52.5%,23.7%,.145,83,12,3,22,13,0
フォーク,142,19.9%,139.1,17,12,16,60,31.7%,24.3%,.349,43,15,0,6,2,0
カットボール,113,15.8%,139.2,24,19,11,42,47.8%,46.2%,.280,25,7,1,8,0,0
カーブ,30,4.2%,122.1,0,13,2,15,50.0%,0.0%,-,0,0,0,0,0,0
ツーシーム,28,3.9%,141.2,1,6,0,16,25.0%,16.7%,.333,6,2,0,1,0,1
スライダー,20,2.8%,131.1,2,7,0,9,45.0%,50.0%,.000,2,0,0,0,0,0
チェンジアップ,5,0.7%,137.0,1,2,0,1,60.0%,50.0%,1.000,1,1,0,0,0,0
シュート,2,0.3%,-,0,0,1,0,50.0%,0.0%,.000,1,0,0,0,0,0
