アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,33,26.4%,安打,37,69.8%
フライ,54,43.2%,四死球,16,30.2%
空三振,26,20.8%,失策出塁,0,0.0%
見三振,11,8.8%,野選,0,0.0%
犠打,1,0.8%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
