条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.236,332,297,70,9,1,5,71,26,0,5,4
対左投手,0.305,121,105,32,6,0,2,19,13,0,3,0
