0
最終登板
連投状況
10/5
試:1連投中日:1連投中
登録状況
△3/27登録
▼6/22抹消
△7/2登録
▼7/19抹消
△7/30登録
▼8/8抹消
△8/21登録
▼8/22抹消
△9/2登録
▼9/18抹消
△9/28登録
▼10/13抹消
