球場,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
京セラD大阪,1.41,10,10,0,3,1,0,0,0,0,0,0,70.0,54,2,78,10,4,12,11,0.91,0.211,3.60,-
みずほPayPay,1.29,1,1,0,0,0,0,0,0,0,0,0,7.0,5,0,10,2,0,1,1,1.0,0.2,1.13,-
エスコンＦ,2.70,3,3,0,2,0,0,0,0,0,0,0,20.0,19,2,25,5,0,6,6,1.2,0.25,6.65,-
ZOZOマリン,3.95,2,2,0,1,0,0,0,0,0,0,0,13.2,15,1,14,2,1,6,6,1.24,0.278,6.00,-
楽天モバイル,2.40,3,2,1,1,0,0,0,0,0,0,0,15.0,14,0,11,4,0,4,4,1.2,0.241,5.40,2.00
ベルーナドーム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
Pa その他,2.57,2,2,0,0,0,0,0,0,0,0,0,14.0,15,0,17,2,0,4,4,1.21,0.263,2.40,-
東京ドーム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
甲子園,5.40,1,1,0,0,1,0,0,0,0,0,0,6.2,6,1,7,1,0,4,4,1.05,0.222,2.57,-
横浜,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
マツダスタジアム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
神宮,9.00,1,1,0,0,1,0,0,0,0,0,0,4.0,7,0,3,4,1,4,4,2.75,0.389,1.80,-
バンテリンドーム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
