球場,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
みずほPayPay,5.14,14,0,14,0,0,1,0,1,0,0,0,14.0,16,3,11,6,0,8,8,1.57,0.291,-,1.75
エスコンＦ,0.00,5,0,5,0,0,2,0,2,0,0,0,4.0,1,0,7,0,0,0,0,0.25,0.071,-,99.00
ZOZOマリン,5.40,4,0,4,0,0,0,0,0,0,0,0,3.1,4,2,6,2,0,2,2,1.8,0.286,-,1.67
楽天モバイル,7.71,3,0,3,0,0,0,0,0,0,0,0,2.1,3,0,0,2,0,2,2,2.14,0.3,-,1.17
京セラD大阪,4.50,4,0,4,0,0,1,0,1,0,0,0,4.0,6,1,6,1,0,5,2,1.75,0.316,-,0.80
ベルーナドーム,0.00,4,0,4,1,0,0,0,1,1,1,0,3.2,2,0,4,0,0,0,0,0.55,0.154,-,99.00
Pa その他,0.00,2,0,2,0,0,1,0,1,0,0,0,2.0,1,0,4,0,0,0,0,0.5,0.143,-,99.00
東京ドーム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
甲子園,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
横浜,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
マツダスタジアム,108.00,1,0,1,0,1,0,0,0,0,0,1,0.1,3,1,0,1,0,4,4,12.0,0.75,-,0.08
神宮,0.00,1,0,1,0,0,0,0,0,0,0,0,1.0,0,0,3,0,0,0,0,0.0,0.0,-,99.00
バンテリンドーム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
