防御率4.67,試合38,先発0,救援38,連投(試)0,連投(日)0,勝利1,敗戦1,HLD5,Ｓ0,ＨＰ6,ＳＰ1,救勝1,救敗1,完投0,完封0,無四球0
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
.500,34.2,154,606,17.5,36,7,41,12,1,0,2,0,21,18,1.38,-
