条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
無し,0.211,77,71,15,3,0,4,27,6,0,0,0,0.273
1塁,0.296,28,27,8,1,0,2,8,0,0,1,0,0.296
2塁,0.417,13,12,5,0,0,0,1,1,0,0,0,0.462
3塁,0.0,3,3,0,0,0,0,2,0,0,0,0,0.0
1・2塁,0.2,12,10,2,1,0,0,1,2,0,0,0,0.333
1・3塁,0.286,9,7,2,0,0,0,0,2,0,0,0,0.444
2・3塁,0.333,5,3,1,0,0,0,0,1,0,0,1,0.4
満塁,0.5,7,6,3,2,0,1,2,0,0,0,1,0.429
得点圏,0.317,49,41,13,3,0,1,6,6,0,0,2,0.388
