球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,257,36.8%,147.4,8,41,38,111,33.9%,7.6%,0.241,58,14,4,2,11,0
フォーク,218,31.2%,141.7,46,16,38,79,45.9%,37.4%,0.269,52,14,0,13,6,0
カットボール,137,19.6%,141.7,23,26,24,38,53.3%,31.5%,0.3,30,9,0,4,1,1
カーブ,85,12.2%,126.7,11,25,6,35,49.4%,44.0%,0.19,21,4,0,13,0,0
スライダー,2,0.3%,127.0,1,1,0,0,100.0%,100.0%,0.0,2,0,0,2,0,0
