球場,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
楽天モバイル,3.80,27,0,27,0,0,9,1,9,1,0,0,21.1,20,2,15,10,0,10,9,1.41,0.253,-,2.13
みずほPayPay,9.00,6,0,6,0,0,1,0,1,0,0,0,5.0,10,1,5,1,1,5,5,2.2,0.417,-,1.00
エスコンＦ,4.50,4,0,4,1,1,1,0,2,1,1,1,4.0,4,1,5,1,0,2,2,1.25,0.267,-,2.00
ZOZOマリン,0.00,4,0,4,0,0,2,0,2,0,0,0,2.2,1,0,2,1,0,0,0,0.75,0.125,-,99.00
京セラD大阪,0.00,2,0,2,0,0,1,0,1,0,0,0,2.0,1,0,1,1,0,0,0,1.0,0.143,-,99.00
ベルーナドーム,0.00,5,0,5,0,0,2,0,2,0,0,0,4.1,1,0,3,1,0,0,0,0.46,0.077,-,99.00
Pa その他,0.00,3,0,3,1,0,0,0,1,1,1,0,2.1,2,0,1,1,0,0,0,1.29,0.25,-,99.00
東京ドーム,27.00,1,0,1,0,0,0,0,0,0,0,0,0.1,2,0,1,1,0,1,1,9.0,0.667,-,0.33
甲子園,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
横浜,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
マツダスタジアム,0.00,1,0,1,0,0,1,0,1,0,0,0,0.2,0,0,0,0,0,0,0,0.0,0.0,-,99.00
神宮,0.00,1,0,1,0,0,1,0,1,0,0,0,1.0,0,0,1,1,0,0,0,1.0,0.0,-,99.00
バンテリンドーム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
