アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,37,35.6%,安打,18,42.9%
フライ,31,29.8%,四死球,24,57.1%
空三振,23,22.1%,失策出塁,0,0.0%
見三振,11,10.6%,野選,0,0.0%
犠打,2,1.9%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
