種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
Home,1.99,4,4,0,2,1,0,0,0,0,0,0,22.2,13,0,24,17,1,5,5,1.32,0.171,5.32,-
Visitor,0.69,2,2,0,1,0,0,0,0,0,0,0,13.0,5,0,10,6,0,1,1,0.85,0.119,1.8,-
